Tanggal,Cabang,Nama Produk,Harga per Produk,Jumlah Terjual,is_weekday
2024-09-20,Cafe Kantor SCBD,Cappuccino,22000,168,True
2024-10-09,Cafe Mall Kokas,Milk Tea,21000,294,True
2024-09-05,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,54,True
2024-10-19,Cafe Mall Kokas,Milk Tea,21000,29,False
2024-09-05,Cafe Perumahan Cijantung,Milk Tea,21000,35,True
2024-09-22,Cafe Perumahan Tebet,Milk Tea,21000,118,False
2024-09-12,Cafe Perumahan Tebet,Milk Tea,21000,83,True
2024-09-04,Cafe Mall Kokas,Cappuccino,22000,42,True
2024-10-23,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,300,True
2024-08-28,Cafe Perumahan Cijantung,Milk Tea,21000,22,True
2024-09-22,Cafe Kantor SCBD,Milk Tea,21000,23,False
2024-09-07,Cafe Kantor SCBD,Cappuccino,22000,12,False
2024-10-18,Cafe Perumahan Tebet,Cafe Latte,23000,31,True
2024-09-19,Cafe Mall Kokas,Cappuccino,22000,255,True
2024-08-30,Cafe Kantor SCBD,Milk Tea,21000,54,True
2024-10-20,Cafe Kantor SCBD,Americano,20000,92,False
2024-10-21,Cafe Perumahan Tebet,Milk Tea,21000,77,True
2024-10-24,Cafe Perumahan Tebet,Cappuccino,22000,36,True
2024-10-08,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,88,True
2024-09-26,Cafe Perumahan Cijantung,Americano,20000,22,True
2024-09-14,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,100,False
2024-09-02,Cafe Mall Kokas,Americano,20000,183,True
2024-09-15,Cafe Mall Kokas,Milk Tea,21000,70,False
2024-09-25,Cafe Perumahan Cijantung,Americano,20000,68,True
2024-08-30,Cafe Mall Kokas,Cappuccino,22000,300,True
2024-10-02,Cafe Perumahan Cijantung,Cappuccino,22000,30,True
2024-10-24,Cafe Perumahan Tebet,Cappuccino,22000,79,True
2024-10-13,Cafe Kantor SCBD,Milk Tea,21000,53,False
2024-09-20,Cafe Perumahan Cijantung,Cappuccino,22000,62,True
2024-09-23,Cafe Kantor SCBD,Americano,20000,69,True
2024-09-24,Cafe Perumahan Tebet,Cappuccino,22000,54,True
2024-10-18,Cafe Mall Kokas,Cappuccino,22000,291,True
2024-09-09,Cafe Kantor SCBD,Milk Tea,21000,234,True
2024-09-24,Cafe Kantor SCBD,Milk Tea,21000,204,True
2024-10-13,Cafe Mall Kokas,Americano,20000,29,False
2024-09-02,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,270,True
2024-10-14,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,282,True
2024-10-01,Cafe Perumahan Tebet,Cappuccino,22000,83,True
2024-10-08,Cafe Mall Kokas,Cappuccino,22000,123,True
2024-10-23,Cafe Mall Kokas,Cappuccino,22000,42,True
2024-09-28,Cafe Mall Kokas,Milk Tea,21000,37,False
2024-09-27,Cafe Kantor SCBD,Cafe Latte,23000,285,True
2024-09-03,Cafe Mall Kokas,Cappuccino,22000,216,True
2024-09-05,Cafe Perumahan Tebet,Milk Tea,21000,89,True
2024-10-05,Cafe Perumahan Tebet,Milk Tea,21000,172,False
2024-09-16,Cafe Perumahan Tebet,Cafe Latte,23000,92,True
2024-09-25,Cafe Perumahan Cijantung,Cafe Latte,23000,33,True
2024-10-16,Cafe Mall Kokas,Cafe Latte,23000,123,True
2024-10-17,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,42,True
2024-09-04,Cafe Perumahan Cijantung,Cafe Latte,23000,49,True
2024-10-22,Cafe Kantor SCBD,Milk Tea,21000,105,True
2024-09-11,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,50,True
2024-08-28,Cafe Perumahan Tebet,Milk Tea,21000,46,True
2024-09-18,Cafe Kantor SCBD,Cafe Latte,23000,120,True
2024-10-15,Cafe Perumahan Cijantung,Milk Tea,21000,71,True
2024-09-15,Cafe Perumahan Cijantung,Americano,20000,58,False
2024-09-21,Cafe Perumahan Cijantung,Cafe Latte,23000,108,False
2024-09-23,Cafe Kantor SCBD,Americano,20000,60,True
2024-09-11,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,77,True
2024-08-29,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,255,True
2024-10-24,Cafe Mall Kokas,Cappuccino,22000,156,True
2024-09-09,Cafe Perumahan Cijantung,Milk Tea,21000,34,True
2024-10-10,Cafe Kantor SCBD,Cappuccino,22000,186,True
2024-09-18,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,82,True
2024-09-02,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,49,True
2024-10-16,Cafe Mall Kokas,Americano,20000,117,True
2024-09-09,Cafe Mall Kokas,Cappuccino,22000,132,True
2024-09-02,Cafe Perumahan Tebet,Milk Tea,21000,69,True
2024-10-03,Cafe Kantor SCBD,Milk Tea,21000,171,True
2024-09-07,Cafe Perumahan Cijantung,Cappuccino,22000,196,False
2024-08-30,Cafe Perumahan Tebet,Milk Tea,21000,66,True
2024-09-07,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,42,False
2024-10-22,Cafe Perumahan Tebet,Cappuccino,22000,34,True
2024-09-17,Cafe Mall Kokas,Cafe Latte,23000,189,True
2024-10-25,Cafe Kantor SCBD,Milk Tea,21000,300,True
2024-09-28,Cafe Perumahan Cijantung,Cafe Latte,23000,82,False
2024-10-12,Cafe Perumahan Cijantung,Milk Tea,21000,196,False
2024-10-12,Cafe Perumahan Cijantung,Cafe Latte,23000,180,False
2024-09-14,Cafe Perumahan Cijantung,Cafe Latte,23000,150,False
2024-08-31,Cafe Kantor SCBD,Milk Tea,21000,31,False
2024-09-22,Cafe Perumahan Cijantung,Milk Tea,21000,164,False
2024-10-11,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,75,True
2024-10-13,Cafe Perumahan Tebet,Cafe Latte,23000,168,False
2024-10-19,Cafe Kantor SCBD,Cappuccino,22000,29,False
2024-09-08,Cafe Perumahan Tebet,Cafe Latte,23000,116,False
2024-10-18,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,86,True
2024-10-25,Cafe Perumahan Cijantung,Milk Tea,21000,26,True
2024-10-17,Cafe Perumahan Cijantung,Cafe Latte,23000,28,True
2024-09-04,Cafe Perumahan Cijantung,Americano,20000,80,True
2024-09-17,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,93,True
2024-10-12,Cafe Kantor SCBD,Americano,20000,92,False
2024-10-18,Cafe Perumahan Tebet,Milk Tea,21000,61,True
2024-10-21,Cafe Mall Kokas,Milk Tea,21000,156,True
2024-09-16,Cafe Perumahan Cijantung,Milk Tea,21000,65,True
2024-09-09,Cafe Mall Kokas,Americano,20000,132,True
2024-10-12,Cafe Mall Kokas,Milk Tea,21000,51,False
2024-10-24,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,81,True
2024-09-11,Cafe Kantor SCBD,Cappuccino,22000,282,True
2024-10-07,Cafe Perumahan Tebet,Milk Tea,21000,13,True
2024-10-13,Cafe Perumahan Cijantung,Americano,20000,74,False
2024-10-22,Cafe Perumahan Tebet,Milk Tea,21000,46,True
2024-09-01,Cafe Perumahan Cijantung,Americano,20000,64,False
2024-08-31,Cafe Perumahan Cijantung,Milk Tea,21000,102,False
2024-09-29,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,26,False
2024-08-28,Cafe Kantor SCBD,Cappuccino,22000,255,True
2024-10-19,Cafe Kantor SCBD,Cafe Latte,23000,20,False
2024-10-06,Cafe Mall Kokas,Americano,20000,23,False
2024-09-16,Cafe Perumahan Tebet,Milk Tea,21000,44,True
2024-09-21,Cafe Perumahan Cijantung,Cappuccino,22000,194,False
2024-09-13,Cafe Perumahan Tebet,Milk Tea,21000,73,True
2024-09-15,Cafe Perumahan Cijantung,Cappuccino,22000,80,False
2024-10-21,Cafe Perumahan Tebet,Cappuccino,22000,79,True
2024-09-20,Cafe Kantor SCBD,Cafe Latte,23000,300,True
2024-10-06,Cafe Perumahan Tebet,Cappuccino,22000,142,False
2024-10-04,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,258,True
2024-09-14,Cafe Perumahan Cijantung,Cafe Latte,23000,180,False
2024-10-12,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,38,False
2024-09-27,Cafe Perumahan Cijantung,Americano,20000,67,True
2024-10-17,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,61,True
2024-09-13,Cafe Perumahan Cijantung,Cappuccino,22000,78,True
2024-09-11,Cafe Mall Kokas,Milk Tea,21000,183,True
2024-10-02,Cafe Perumahan Tebet,Americano,20000,43,True
2024-09-05,Cafe Perumahan Tebet,Americano,20000,28,True
2024-09-08,Cafe Kantor SCBD,Americano,20000,68,False
2024-09-13,Cafe Kantor SCBD,Americano,20000,204,True
2024-10-04,Cafe Perumahan Tebet,Milk Tea,21000,64,True
2024-10-21,Cafe Mall Kokas,Milk Tea,21000,60,True
2024-10-05,Cafe Mall Kokas,Cafe Latte,23000,84,False
2024-09-23,Cafe Perumahan Cijantung,Cappuccino,22000,97,True
2024-10-02,Cafe Perumahan Cijantung,Cappuccino,22000,30,True
2024-09-02,Cafe Kantor SCBD,Cafe Latte,23000,297,True
2024-10-20,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,31,False
2024-08-27,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,72,True
2024-09-18,Cafe Perumahan Tebet,Cappuccino,22000,97,True
2024-09-27,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,267,True
2024-08-30,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,141,True
2024-10-13,Cafe Kantor SCBD,Milk Tea,21000,72,False
2024-10-07,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,24,True
2024-10-24,Cafe Mall Kokas,Cappuccino,22000,75,True
2024-09-17,Cafe Kantor SCBD,Milk Tea,21000,297,True
2024-10-03,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,100,True
2024-09-17,Cafe Perumahan Cijantung,Americano,20000,17,True
2024-09-26,Cafe Kantor SCBD,Cafe Latte,23000,171,True
2024-09-26,Cafe Perumahan Cijantung,Cafe Latte,23000,24,True
2024-09-15,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,83,False
2024-10-09,Cafe Perumahan Tebet,Cappuccino,22000,22,True
2024-09-01,Cafe Kantor SCBD,Cappuccino,22000,32,False
2024-10-16,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,192,True
2024-10-06,Cafe Mall Kokas,Cappuccino,22000,49,False
2024-09-02,Cafe Mall Kokas,Americano,20000,237,True
2024-10-17,Cafe Perumahan Tebet,Americano,20000,58,True
2024-09-27,Cafe Mall Kokas,Cafe Latte,23000,204,True
2024-09-09,Cafe Kantor SCBD,Cappuccino,22000,264,True
2024-09-14,Cafe Kantor SCBD,Milk Tea,21000,83,False
2024-09-14,Cafe Mall Kokas,Americano,20000,56,False
2024-09-21,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,52,False
2024-08-29,Cafe Mall Kokas,Cappuccino,22000,78,True
2024-09-29,Cafe Perumahan Tebet,Cappuccino,22000,34,False
2024-10-13,Cafe Perumahan Tebet,Cafe Latte,23000,124,False
2024-10-15,Cafe Mall Kokas,Cafe Latte,23000,78,True
2024-09-24,Cafe Perumahan Cijantung,Milk Tea,21000,13,True
2024-10-16,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,59,True
2024-08-28,Cafe Perumahan Cijantung,Americano,20000,53,True
2024-10-21,Cafe Perumahan Cijantung,Cappuccino,22000,45,True
2024-09-24,Cafe Perumahan Tebet,Americano,20000,99,True
2024-08-29,Cafe Perumahan Tebet,Americano,20000,12,True
2024-09-15,Cafe Perumahan Cijantung,Cafe Latte,23000,112,False
2024-09-10,Cafe Mall Kokas,Americano,20000,153,True
2024-10-19,Cafe Perumahan Cijantung,Cafe Latte,23000,70,False
2024-09-13,Cafe Perumahan Cijantung,Cafe Latte,23000,27,True
2024-10-05,Cafe Perumahan Cijantung,Cafe Latte,23000,28,False
2024-09-16,Cafe Perumahan Cijantung,Cafe Latte,23000,95,True
2024-09-21,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,26,False
2024-10-25,Cafe Mall Kokas,Milk Tea,21000,48,True
2024-10-08,Cafe Mall Kokas,Milk Tea,21000,219,True
2024-09-18,Cafe Mall Kokas,Cafe Latte,23000,246,True
2024-10-15,Cafe Mall Kokas,Cappuccino,22000,279,True
2024-10-17,Cafe Mall Kokas,Cafe Latte,23000,123,True
2024-09-29,Cafe Kantor SCBD,Milk Tea,21000,62,False
2024-10-05,Cafe Perumahan Tebet,Americano,20000,138,False
2024-09-13,Cafe Perumahan Tebet,Cappuccino,22000,20,True
2024-10-14,Cafe Perumahan Tebet,Milk Tea,21000,13,True
2024-09-05,Cafe Mall Kokas,Cappuccino,22000,270,True
2024-10-21,Cafe Perumahan Tebet,Americano,20000,73,True
2024-10-06,Cafe Kantor SCBD,Americano,20000,65,False
2024-10-03,Cafe Perumahan Tebet,Cafe Latte,23000,66,True
2024-09-13,Cafe Perumahan Cijantung,Cappuccino,22000,84,True
2024-08-29,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,252,True
2024-10-19,Cafe Perumahan Tebet,Americano,20000,136,False
2024-09-20,Cafe Perumahan Cijantung,Milk Tea,21000,63,True
2024-09-21,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,23,False
2024-10-13,Cafe Perumahan Tebet,Milk Tea,21000,142,False
2024-09-24,Cafe Mall Kokas,Cafe Latte,23000,258,True
2024-10-09,Cafe Mall Kokas,Americano,20000,207,True
2024-10-19,Cafe Perumahan Cijantung,Americano,20000,144,False
2024-08-28,Cafe Perumahan Tebet,Cafe Latte,23000,27,True
2024-08-29,Cafe Mall Kokas,Milk Tea,21000,159,True
2024-09-28,Cafe Kantor SCBD,Cappuccino,22000,84,False
2024-08-30,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,69,True
2024-09-10,Cafe Perumahan Cijantung,Milk Tea,21000,76,True
2024-10-21,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,30,True
2024-09-28,Cafe Perumahan Tebet,Milk Tea,21000,136,False
2024-08-28,Cafe Mall Kokas,Cafe Latte,23000,216,True
2024-09-06,Cafe Perumahan Cijantung,Americano,20000,27,True
2024-09-27,Cafe Mall Kokas,Americano,20000,204,True
2024-10-24,Cafe Perumahan Cijantung,Cappuccino,22000,48,True
2024-09-24,Cafe Mall Kokas,Americano,20000,42,True
2024-09-20,Cafe Mall Kokas,Milk Tea,21000,162,True
2024-10-24,Cafe Mall Kokas,Cafe Latte,23000,51,True
2024-09-01,Cafe Kantor SCBD,Milk Tea,21000,36,False
2024-10-02,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,53,True
2024-10-23,Cafe Kantor SCBD,Cappuccino,22000,270,True
2024-09-19,Cafe Kantor SCBD,Milk Tea,21000,195,True
2024-09-13,Cafe Perumahan Tebet,Americano,20000,36,True
2024-10-01,Cafe Kantor SCBD,Cappuccino,22000,282,True
2024-10-04,Cafe Kantor SCBD,Cafe Latte,23000,276,True
2024-10-09,Cafe Perumahan Tebet,Cafe Latte,23000,20,True
2024-09-19,Cafe Perumahan Tebet,Cappuccino,22000,75,True
2024-10-07,Cafe Kantor SCBD,Americano,20000,51,True
2024-10-07,Cafe Kantor SCBD,Cafe Latte,23000,78,True
2024-09-19,Cafe Perumahan Cijantung,Milk Tea,21000,44,True
2024-09-11,Cafe Mall Kokas,Cappuccino,22000,279,True
2024-09-01,Cafe Kantor SCBD,Cappuccino,22000,28,False
2024-08-27,Cafe Kantor SCBD,Cafe Latte,23000,300,True
2024-09-15,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,190,False
2024-09-22,Cafe Kantor SCBD,Cappuccino,22000,58,False
2024-09-22,Cafe Perumahan Cijantung,Milk Tea,21000,152,False
2024-09-23,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,189,True
2024-08-29,Cafe Mall Kokas,Cappuccino,22000,207,True
2024-10-18,Cafe Kantor SCBD,Cappuccino,22000,291,True
2024-09-26,Cafe Mall Kokas,Cappuccino,22000,183,True
2024-09-04,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,11,True
2024-10-03,Cafe Mall Kokas,Cafe Latte,23000,138,True
2024-10-09,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,189,True
2024-09-24,Cafe Perumahan Cijantung,Americano,20000,83,True
2024-10-17,Cafe Perumahan Tebet,Milk Tea,21000,65,True
2024-10-18,Cafe Perumahan Cijantung,Cappuccino,22000,20,True
2024-09-25,Cafe Mall Kokas,Cappuccino,22000,75,True
2024-10-24,Cafe Kantor SCBD,Milk Tea,21000,60,True
2024-09-08,Cafe Perumahan Tebet,Americano,20000,80,False
2024-09-15,Cafe Perumahan Cijantung,Americano,20000,102,False
2024-10-15,Cafe Kantor SCBD,Americano,20000,264,True
2024-09-22,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,50,False
2024-09-11,Cafe Perumahan Cijantung,Cafe Latte,23000,41,True
2024-09-12,Cafe Perumahan Cijantung,Cappuccino,22000,29,True
2024-09-17,Cafe Perumahan Cijantung,Cafe Latte,23000,77,True
2024-10-23,Cafe Perumahan Tebet,Milk Tea,21000,84,True
2024-09-08,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,92,False
2024-10-10,Cafe Mall Kokas,Cafe Latte,23000,123,True
2024-09-05,Cafe Kantor SCBD,Americano,20000,39,True
2024-09-06,Cafe Mall Kokas,Americano,20000,273,True
2024-09-11,Cafe Mall Kokas,Cappuccino,22000,222,True
2024-09-30,Cafe Mall Kokas,Cappuccino,22000,129,True
2024-10-06,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,176,False
2024-10-09,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,42,True
2024-09-02,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,198,True
2024-09-17,Cafe Perumahan Tebet,Cappuccino,22000,27,True
2024-10-05,Cafe Kantor SCBD,Milk Tea,21000,10,False
2024-08-28,Cafe Perumahan Cijantung,Americano,20000,79,True
2024-10-25,Cafe Kantor SCBD,Americano,20000,171,True
2024-09-05,Cafe Kantor SCBD,Cappuccino,22000,159,True
2024-10-21,Cafe Perumahan Tebet,Milk Tea,21000,76,True
2024-09-21,Cafe Mall Kokas,Cafe Latte,23000,81,False
2024-10-15,Cafe Perumahan Tebet,Cappuccino,22000,60,True
2024-10-18,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,63,True
2024-09-04,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,77,True
2024-09-25,Cafe Mall Kokas,Cafe Latte,23000,132,True
2024-10-09,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,55,True
2024-09-25,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,27,True
2024-09-15,Cafe Mall Kokas,Americano,20000,49,False
2024-09-09,Cafe Perumahan Tebet,Cafe Latte,23000,70,True
2024-10-24,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,30,True
2024-09-23,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,20,True
2024-09-02,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,63,True
2024-10-21,Cafe Mall Kokas,Americano,20000,288,True
2024-09-28,Cafe Kantor SCBD,Cappuccino,22000,87,False
2024-09-07,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,126,False
2024-08-29,Cafe Mall Kokas,Cafe Latte,23000,207,True
2024-09-14,Cafe Kantor SCBD,Cappuccino,22000,13,False
2024-09-07,Cafe Kantor SCBD,Cappuccino,22000,36,False
2024-09-13,Cafe Perumahan Cijantung,Cafe Latte,23000,41,True
2024-10-22,Cafe Perumahan Tebet,Cappuccino,22000,51,True
2024-09-20,Cafe Perumahan Tebet,Milk Tea,21000,55,True
2024-09-25,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,96,True
2024-09-15,Cafe Perumahan Tebet,Americano,20000,126,False
2024-08-29,Cafe Kantor SCBD,Cafe Latte,23000,264,True
2024-09-21,Cafe Kantor SCBD,Americano,20000,36,False
2024-09-10,Cafe Mall Kokas,Cafe Latte,23000,258,True
2024-10-20,Cafe Perumahan Tebet,Americano,20000,182,False
2024-10-14,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,95,True
2024-09-30,Cafe Perumahan Tebet,Cafe Latte,23000,98,True
2024-09-29,Cafe Perumahan Tebet,Americano,20000,114,False
2024-10-06,Cafe Perumahan Tebet,Milk Tea,21000,24,False
2024-09-11,Cafe Mall Kokas,Americano,20000,96,True
2024-10-12,Cafe Kantor SCBD,Cafe Latte,23000,60,False
2024-09-26,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,231,True
2024-09-13,Cafe Mall Kokas,Cappuccino,22000,294,True
2024-09-18,Cafe Perumahan Cijantung,Cafe Latte,23000,100,True
2024-10-02,Cafe Perumahan Tebet,Americano,20000,19,True
2024-10-03,Cafe Kantor SCBD,Cafe Latte,23000,39,True
2024-09-19,Cafe Perumahan Tebet,Cafe Latte,23000,48,True
2024-10-18,Cafe Perumahan Tebet,Milk Tea,21000,99,True
2024-09-26,Cafe Perumahan Tebet,Cappuccino,22000,81,True
2024-10-24,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,89,True
2024-10-11,Cafe Mall Kokas,Americano,20000,222,True
2024-09-13,Cafe Mall Kokas,Cappuccino,22000,165,True
2024-10-24,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,94,True
2024-10-02,Cafe Perumahan Cijantung,Americano,20000,97,True
2024-09-22,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,200,False
2024-09-19,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,26,True
2024-08-30,Cafe Mall Kokas,Cappuccino,22000,192,True
2024-10-16,Cafe Mall Kokas,Cappuccino,22000,189,True
2024-10-24,Cafe Perumahan Tebet,Americano,20000,91,True
2024-10-15,Cafe Perumahan Cijantung,Cappuccino,22000,53,True
2024-10-11,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,267,True
2024-09-28,Cafe Kantor SCBD,Milk Tea,21000,32,False
2024-09-03,Cafe Perumahan Tebet,Cafe Latte,23000,55,True
2024-10-02,Cafe Kantor SCBD,Cafe Latte,23000,162,True
2024-09-04,Cafe Perumahan Cijantung,Milk Tea,21000,77,True
2024-10-01,Cafe Kantor SCBD,Cappuccino,22000,207,True
2024-09-04,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,138,True
2024-10-13,Cafe Kantor SCBD,Cafe Latte,23000,19,False
2024-09-23,Cafe Kantor SCBD,Americano,20000,246,True
2024-10-01,Cafe Kantor SCBD,Americano,20000,96,True
2024-08-29,Cafe Kantor SCBD,Milk Tea,21000,279,True
2024-09-14,Cafe Kantor SCBD,Cafe Latte,23000,73,False
2024-10-15,Cafe Perumahan Cijantung,Americano,20000,54,True
2024-10-17,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,74,True
2024-09-26,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,105,True
2024-09-24,Cafe Mall Kokas,Cappuccino,22000,54,True
2024-09-28,Cafe Perumahan Cijantung,Cappuccino,22000,98,False
2024-09-16,Cafe Mall Kokas,Cafe Latte,23000,225,True
2024-10-11,Cafe Mall Kokas,Cappuccino,22000,162,True
2024-10-01,Cafe Kantor SCBD,Cappuccino,22000,225,True
2024-09-15,Cafe Kantor SCBD,Cafe Latte,23000,35,False
2024-09-12,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,123,True
2024-09-03,Cafe Perumahan Tebet,Cappuccino,22000,72,True
2024-09-21,Cafe Perumahan Cijantung,Cafe Latte,23000,44,False
2024-09-05,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,54,True
2024-09-27,Cafe Perumahan Tebet,Cafe Latte,23000,44,True
2024-10-10,Cafe Perumahan Cijantung,Cafe Latte,23000,71,True
2024-10-16,Cafe Perumahan Tebet,Americano,20000,94,True
2024-08-28,Cafe Mall Kokas,Americano,20000,144,True
2024-09-23,Cafe Mall Kokas,Americano,20000,72,True
2024-10-17,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,32,True
2024-09-26,Cafe Mall Kokas,Americano,20000,267,True
2024-10-14,Cafe Mall Kokas,Cafe Latte,23000,96,True
2024-08-27,Cafe Perumahan Tebet,Americano,20000,58,True
2024-09-27,Cafe Perumahan Tebet,Milk Tea,21000,96,True
2024-10-25,Cafe Kantor SCBD,Cafe Latte,23000,66,True
2024-09-14,Cafe Mall Kokas,Cafe Latte,23000,78,False
2024-09-03,Cafe Kantor SCBD,Milk Tea,21000,120,True
2024-10-24,Cafe Perumahan Cijantung,Cafe Latte,23000,31,True
2024-09-16,Cafe Perumahan Tebet,Cafe Latte,23000,77,True
2024-10-03,Cafe Perumahan Tebet,Cafe Latte,23000,84,True
2024-09-24,Cafe Perumahan Tebet,Americano,20000,58,True
2024-10-12,Cafe Perumahan Cijantung,Cafe Latte,23000,58,False
2024-09-29,Cafe Perumahan Cijantung,Americano,20000,26,False
2024-09-11,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,80,True
2024-09-03,Cafe Perumahan Cijantung,Cappuccino,22000,21,True
2024-08-31,Cafe Perumahan Cijantung,Cafe Latte,23000,88,False
2024-10-07,Cafe Kantor SCBD,Cafe Latte,23000,228,True
2024-10-20,Cafe Mall Kokas,Milk Tea,21000,49,False
2024-09-25,Cafe Mall Kokas,Milk Tea,21000,87,True
2024-09-08,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,168,False
2024-10-06,Cafe Perumahan Cijantung,Cafe Latte,23000,180,False
2024-09-18,Cafe Kantor SCBD,Cafe Latte,23000,93,True
2024-09-27,Cafe Kantor SCBD,Milk Tea,21000,183,True
2024-09-04,Cafe Kantor SCBD,Americano,20000,171,True
2024-09-05,Cafe Perumahan Cijantung,Milk Tea,21000,60,True
2024-09-28,Cafe Mall Kokas,Cafe Latte,23000,92,False
2024-08-31,Cafe Kantor SCBD,Milk Tea,21000,62,False
2024-09-04,Cafe Perumahan Cijantung,Cappuccino,22000,42,True
2024-09-09,Cafe Perumahan Tebet,Cappuccino,22000,43,True
2024-09-26,Cafe Perumahan Tebet,Cappuccino,22000,37,True
2024-10-23,Cafe Perumahan Tebet,Americano,20000,29,True
2024-10-21,Cafe Perumahan Tebet,Milk Tea,21000,89,True
2024-09-24,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,76,True
2024-08-30,Cafe Perumahan Cijantung,Americano,20000,77,True
2024-09-11,Cafe Perumahan Tebet,Cafe Latte,23000,22,True
2024-10-03,Cafe Kantor SCBD,Cappuccino,22000,297,True
2024-10-21,Cafe Mall Kokas,Milk Tea,21000,273,True
2024-10-24,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,39,True
2024-09-20,Cafe Perumahan Cijantung,Cappuccino,22000,72,True
2024-09-04,Cafe Perumahan Tebet,Americano,20000,99,True
2024-10-17,Cafe Perumahan Cijantung,Milk Tea,21000,68,True
2024-10-04,Cafe Kantor SCBD,Cafe Latte,23000,261,True
2024-09-15,Cafe Perumahan Cijantung,Milk Tea,21000,140,False
2024-09-03,Cafe Perumahan Tebet,Cappuccino,22000,86,True
2024-09-01,Cafe Perumahan Tebet,Cafe Latte,23000,186,False
2024-10-07,Cafe Perumahan Cijantung,Americano,20000,99,True
2024-09-22,Cafe Mall Kokas,Milk Tea,21000,88,False
2024-10-20,Cafe Mall Kokas,Americano,20000,10,False
